restau_name,reviews,zip
GK Bistronomie,"They have a good happy house everyday from 4-7:30 pm where they have $5 cocktails, appetizers ranging from $4-$7, and basic sushi rolls with 6pcs for $5....",33127
GK Bistronomie,"1st time going here. We have been trying to find a good happy hour spot and their menu looked great! Happy hour til 7:30, $5 wines and cocktails, $3 beers,...",33127
Caffe Vialetto,"Cafe Vialetto never disappoints. 
I've been coming here for years and is very consistent with quality food and good service. Portions are big and prices are...",33146
Caffe Vialetto,"I understand why this place has such good ratings! It was absolutely delicious. 

My boyfriend and I decided to celebrate our anniversary here and I am glad...",33146
Caffe Vialetto,"I discovered this gem when my son started at the U in 2014. Tucked away in Coral Gables, it is a charming spot with great ambiance, food and service. The...",33146
Hole In The Wall,"Hellooooo pulled pork! Best pulled pork I've ever had (I prefer it even over North Carolina style pulled pork)! Every time I come, I'm craving the pulled...",33186
Hole In The Wall,This was my first time coming here and i enjoyed the sandwich I ordered. I went with the house bbq brisket sandwich with a side of fries. The sandwich has a...,33186
Hole In The Wall,"Service, horrible.
Wings, not good.
Ribs, amazing.

When we got there we stood by the door waiting to be seated (it was our first time) for about 5 minutes....",33186
The Sushi Bar,I just had to come back and update my review for The Sushi Bar as I hadn't been in probably over 8-9 months (after visiting routinely every few weeks) and...,33173
The Sushi Bar,This restaurant is literally a sushi bar.  It is tiny!  I think there are only two tables which seat only two people so you will probably have to sit at the...,33173
The Sushi Bar,"This place hasn't disappointed since I've discovered it, thanks to my wife. The service is always great, regardless of how busy they are, the sushi chef...",33173
House of Wings,House of Wings is Legit!!!  I drove by this place a few times over the years but never went in.  Today SuperBowl Sunday I said let's give it a shot....,33136
House of Wings,"Preferred the honey barbecue and the honey garlic sauce wings with French fried and they were delicious. 

They had so many different flavors I didn't know...",33136
House of Wings,"TLDR - I might like their Barack Obama even more than the actual Barack Obama

These are going to be some of the best wings you find in Miami. I've only...",33136
Harry's Pizzeria - Coconut Grove,"Dining tonight at Harry's pizza in the grove! 
Fabulous experience, our server Damaris, fantastic, ask for her, you will get GREAT service! 
Very fresh...",33133
Harry's Pizzeria - Coconut Grove,"Average food, terrible service.

We were told if sitting outside to sit anywhere, so we did. After a while of sitting and no one showing up I had to...",33133
Harry's Pizzeria - Coconut Grove,"Excited about #YelpRestaurantWeek and its long list of restaurants offering event discounts, I selected Harry's as a ""must do"".  

Stopped in for a mid week...",33133
100 Montaditos,I have always loved 100 Montaditos. This location is the closest to me & it's 35 minutes away. But it most definitely is worth the drive here for the food....,33127
100 Montaditos,"100 Montaditos is always a good choice either for snacking or as a meal. 
The location is great. 
The staff was a little out of it, maybe because I got...",33127
100 Montaditos,"This fast casual chain offers a variety of Spanish Tapas, most notably their mini sandwiches. When I first thought of  mini sandwiches, I thought ""boring!""...",33127
Pincho Factory,"I got the Latin rice bowl $8.99 and I thought it was soo delicious! My chicken was cooked to perfection, wasn't dry at all, my rice was perfectly cooked as...",33134
Pincho Factory,It's a shame when a neighborhood restaurant starts to go downhill. I've been eating at this Pincho Factory since my office moved to the neighborhood in...,33134
Pincho Factory,"Great atmosphere, very friendly staff. Pincho Burger was cooked just as I requested. Very filling.
Hot dogs are all beef which is a plus the Frescno Dog was...",33134
Atlantis Cafe,"Wow, what a find!

Came here for breakfast with the family while on a trip to Miami. We were trying to decide whether to eat free hotel breakfast (blegh) or...",33128
Atlantis Cafe,Wow this place was amazing. Decided to try it while browsing through Yelp while staying down town and will definitely be coming back every time I'm in the...,33128
Atlantis Cafe,"Truly wonderful experience during a quick jury duty lunch! I ordered the Big Gus (bacon, chicken, produce, I believe) and the #5 smoothie. From the service,...",33128
Naomi's Garden Restaurant & Lounge,"My girls and I visited Naomi's during our trip to Miami. I felt the love in that food, wow. Living in Boston, you do not get quality food like this in...",33150
Naomi's Garden Restaurant & Lounge,"TLDR - !!! De' Naomi (read backwards) 

Man I hope nobody's made that joke yet. But forreal tho, I definitely did from bite number 1 all the way to the last...",33150
Naomi's Garden Restaurant & Lounge,"Ordered from Naomi's for take out for Christmas Eve dinner with my family. I ordered the macaroni, rice, stew chicken, sweet plantain and fried plantain....",33150
Spice N Curry,What a great find! Their lunch special is amazing & i love their chicken curry and naan. I'm usually not a fan of indian food since a lot of places i've...,33174
Spice N Curry,"Spice 'N Curry offers a unique aspect that many others can't -- it's both a grocery store  AND a cafe/diner setup. You walk into the grocery store, all the...",33174
Spice N Curry,"This place is a small market with an even smaller area where they serve you some very delicious food. We ordered the Chicken Korma ( chicken curry), which...",33174
Giardino Gourmet Salads,The first time I ever ordered from here I wasn't crazy about it because of my own fault. I ordered a salad with capers and I really don't like...,33176
Giardino Gourmet Salads,There's nothing I hate more than wilted slimy lettuce with brown spots.  So disappointed and disgusted I didn't even eat it.  A $10 salad that's not even...,33176
Giardino Gourmet Salads,Giardino's is my go-to salad spot! They have a variety of salads to satisfy all taste buds! I personally like creating my own salad because I mix salty and...,33176
Moshi Moshi,"When you want fast but GOOD quality sushi, Moshi Moshi is the place. There are various locations all throughout Miami and best of all they are open pretty...",33138
Moshi Moshi,"A while ago we went to Moshi Moshi and had a terrible experience. However, we decided to give them another chance and have been super hooked in the past 3...",33138
Moshi Moshi,Moshi Moshi was referred to me by a Lyft driver with a Mercedes. Myself and Fabiola are both sushi-lovers and have been dozens of places in Miami for both...,33138
Dogma Grill,"We are in town for vacation and one of us wanted a hot dog place.  Looking in Yelp I found this place, and trusting the reviews we decided to try it.  I'm...",33138
Dogma Grill,"The owners change. The menu changes. The classic hot dogs are still the same. And, predictably good! 
After many years, still my go-to when craving a...",33138
Dogma Grill,"Stopped into Dogma Grill for lunch on Thursday afternoon. Ordered the Chicago Dog and the Atlanta Dog.

Quality
Dogma Grill is much more than just a...",33138
Enriqueta's Sandwich Shop,"This place was the best cuban sandwich I have ever had! To be fair though, I had only had outside of Miami.

Loved the diner vibe and interior, and the...",33137
Enriqueta's Sandwich Shop,"Cheap fast and as Miami as it can get. You would expect a spot like this Little Havana. Instead it is surviving in an area that is all new shops, fancy high...",33137
